nombre_proyecto,desarrolladora,ciudad,estado_republica,zona,tipo_desarrollo,tipo_unidades,rango_precios,num_unidades,fecha_entrega_estimada,etapa,url_fuente,portal_fuente,fecha_deteccion,notas
Dune Tulum,Nimbos RealtyPatricio Durante,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,2,"Mar, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D019081,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/10xaou8_Qmb6QlEz8UI5epCwzHXyy-xpi
Ebano,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,5,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D052995,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1SUtpVTSNa1eXFUD6aZrKjQk6ukW1DkO5
Eden,Tracy Parnas International RealtorTracy Parnas,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,3,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D034564,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Py_Cr_Tmn7TIc6R3yOdsZtvVdeo4js8d
Edena Tulum,Casa CruzLiz Cruz,Tulum,Quintana Roo,South,Residencial,Departamentos,,10,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D026689,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1G3shhIsEFXJIZKamOn-hjJ5B58-H3wUx
Edificio Ahal,Creea InvestmentsAlejandro Santana,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,2,"Dec, 2018",Preventa,https://theredsearch.com/listings/?codigo=CU155D019351,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1f3WqPlztYsRDZ25GKBOXMKdwq-PVBs-x
Ekab Tulum,,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,18,"Mar, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D049177,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1q31O2ZZnbSIOqdikhtYdI-1G6jxLNDNM
El Origen,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,9,,Preventa,https://theredsearch.com/listings/?codigo=CU155D053527,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
El Refugio,DCI de la penínsulaDiana Rodas,,,ChicxulubCosta Yucateca,Residencial,Departamentos,,6,"Sep, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D034393,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1KE70-7rKzzpsl6ah8A0jcwU9pNvTZd6o
El triangulo Tulum,Harmony Real EstateAdrien Durandsalome,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,22,,Preventa,https://theredsearch.com/listings/?codigo=CU155D047974,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1mdqaLQdJEerMuUPHrPaNm4amsdPrkOhx
Elementa,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,11,"Jul, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D044298,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1__yszqzjyUpRQcoIH08UUPycLIu37UgH
Elysium,Cielo Maya Properties.Juan Carlos Martinez,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,9,"Jul, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D041929,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
Emana I,195 RE BY RAUL ALBERTICristina Leon,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,6,,Preventa,https://theredsearch.com/listings/?codigo=CU155D052208,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/14tqt1OZ9UDj1SaLq3DJsfGSTZV3g0oFS
Emana II,195 RE BY RAUL ALBERTICristina Leon,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,8,,Preventa,https://theredsearch.com/listings/?codigo=CU155D052233,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1z1PCxOIrAoB8w_UGxt56GxNfjFU8ibTi
Eme 21,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,12,"Jun, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D053535,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Emiliano 42,Azaola Investment HubAlejandro Azaola,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,2,"Apr, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D029393,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1kaDiDmmX46Yar6g2u-jRLn1MR2eOZ7o1
Encanto de Playa,Sur Selecto Real EstateNicolas Morini,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,4,"Jun, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D047377,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/13evERMNaH5ql4ON5k6FGha3MQigBXCgt
Endemico Kukulkan,EndemicoAlejandra Londono,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,27,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D045802,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1UPSFLjqlBUCJmuf3X5KUbbDHvloW1BJt
Ensamble,Malva RealtyAna Romo,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,12,"Mar, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D054082,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1n0CNoJGItpTFfQC5UOiurxYOxC7LnB4O
Enso (Montebello),Celia Galvan,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,6,"Aug, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D036859,TheRedSearch,2026-03-13,Info: https://ensoapart-my.sharepoint.com/:f:/g/personal/cgalvan_enalto_mx/EkOceaLD1ItPrRZDxScIYMcBPmZgAg_TllN8lE8C-Bb0hw?e=4Cn484
Entreselvas,DIKAP Desarrollos,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,120,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D043569,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1Fur-9gT-W-7euWtsbZQfbxINqeu1jsui
Erena Tulum,T Group Real EstateRafael  Oropeza,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,5,"Mar, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D026772,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1OVEqGdQkn5ssvFMeQdJr0q0SjXFSruS_
Estela Tulum,Grupo ArcoCarlos Gamboa,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,4,"Nov, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D019841,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1J43-WkXgEotioxJfhSiibIJMwQbeLnrQ
Esther,Live desarrollosLucrecia Zendejas,Cancún,Quintana Roo,HuayacánCancun,Residencial,Departamentos,,22,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D053098,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/2/folders/1b5u7MfNZRZ5K6i8Am-RhyD4Ijf-17sfr
Eterna residences,Tres G desarrollosBianca Maya,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,9,"Aug, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D037605,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/15ZFUL1WRKJ2WX7Ogn30vx5ui1B9Rx9Rb?usp=sharing
Evanysse,Playa Elite Developer and ConstructionFernando Cermeno Sanchez,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,4,"Aug, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D029159,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1CBEMbCL9yQINi8daeizrMKq_hLx4GLOB
Existence,Tsalach Real Estate,,,COZ Zona Hotelera SurCozumel,Residencial,Departamentos,,8,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D050056,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1xQ6VQ4f86jkWmPUg16-HCOJE65o4tQeD
Fabula,Dreambuilt Luxury Real EstateFrancisco Reyna,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,8,"Aug, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D029096,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
Fincas Mococha,EdiforAndres Rivero,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,11,"May, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D043103,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1XKc0axks38MDP0JlHtUrg_rbZP4XpFcS
Flora Fauna,Dreambuilt Luxury Real EstateFrancisco Reyna,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,15,,Preventa,https://theredsearch.com/listings/?codigo=CU155D016617,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1iY65JKdAmQDwmHpAzIUmD4pUF4jmimmp
Frida Residencial,Kavana Master BrokerGerardo Pantoja,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,15,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D038515,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/11-RxqEhqSfcOT5h8i7jytjMJT8AGW2R2
Fulgora,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,32,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D037343,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Galatha,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,8,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D044154,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Galia,Raven RealtyRodrigo Vazquez,,,COZ DowntownCozumel,Residencial,Departamentos,,10,"Apr, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D028163,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/186iKLyUY1_EM-8aL3tkKfdwxU-MVSIGl
Gardens Coba,TSG desarrollosLucia Sosa,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,8,"Nov, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D018955,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/19TPUEIdFr9DV8Gw7bHS7LZX_anU-8cAv
Gautama,Grupo Saa DhuFRANCISCO EMMANUEL MEDINA ODRIOZOLA,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,4,"Dec, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D028456,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/10eNe021X35z3tXufA6eFSChVPY4WIAp5
Gobernador 28,Cielo Maya Properties.Pepe Yanez,Playa del Carmen,Quintana Roo,West Central,Residencial,Departamentos,,58,"May, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D043624,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/145H_xX8xjJnqEz3RKQHwjEQFVk5oyXTU
Gold Garden,BellentyBlaise Keller,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,2,"Jul, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D030090,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ivSH0w5tn8_HhBH-9M73t-Dz4c2di6WY
Gran Bosco,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,27,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D049874,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Gran Coralia,GMBXantal Demaret Ausio,Playa del Carmen,Quintana Roo,West North,Residencial,Departamentos,,105,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D050048,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/17Ustvs-OlV7C8GU7czQzD6GTsCjtHBGY
Gran Peninsula,Land and lifeDebbie Lip,,,PA Gran MarinaPuerto Aventuras,Residencial,Departamentos,,4,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D047498,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/133LyqJ-g23xLz7pqwkdd0QltR5cqJM8O
Gran Provincia,SimcaMaria Arcila,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,200,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D049212,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/mobile/folders/1P7g27CHiEvYHOwVwyK51Ve5QzAveX49o
Gran Via del Mar,Everland Real Estate DevelopmentDaniel Hoyos,,,"PM, West sidePuerto Morelos",Residencial,Departamentos,,14,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D034455,TheRedSearch,2026-03-13,Info: https://sites.google.com/everland.mx/everbrokersgvdm/empresa?authuser=0
Grand Aston Alquimia Tulum,Capital VerticalSusana Ramirez,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,28,"Apr, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D028637,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1jTlTo5WRBHFR_2uQjJabdRHbrlTEoQMi
Green apartments,NEW MERIDARosa Elena Alvarez,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,42,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D033931,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/114wRnov4qv9__0jbTWu90VU8VC53Bvb7
Greenwood,Grupo Guia CancunEdgar Karim,Cancún,Quintana Roo,Corredor Laguna CancunCancun,Residencial,Departamentos,,84,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D051152,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Ob5v95r3Xn75BUa4Q8IRc9V2AZCnEmU_
Hacienda del Jade Edzna,Hacienda del Jade,,,Campeche PeriferiaCampeche,Residencial,Departamentos,,14,,Preventa,https://theredsearch.com/listings/?codigo=CU155D047811,TheRedSearch,2026-03-13,Info: https://www.haciendadeljade.mx/
Hacienda Kapok,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,80,"Dec, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D050049,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Haluba Residencial,Grupo Raices,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,404,"Jan, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D039336,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1sdO5Puj4aWvgMrDUy3Sv-iYzpJ7b1hzF
Hama,iMexicoIan Vallejo,,,MahahualCosta Maya,Residencial,Departamentos,,6,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D050776,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1skgbIgH-bgjKE0EGRr6I_ck-b9fs-0yA
hana,Caoba listings,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,7,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D031931,TheRedSearch,2026-03-13,Info: https://bit.ly/HanaTulum
Hana Ni,195 RE BY RAUL ALBERTICristina Leon,Cancún,Quintana Roo,HuayacánCancun,Residencial,Departamentos,,38,,Preventa,https://theredsearch.com/listings/?codigo=CU155D053995,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
Harmonia Apartments,Inmobilia MXMichelle Carvallo,,,Zona CountryYucatan,Residencial,Departamentos,,19,"Dec, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D036553,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1wy1EEuWgsFj_KU6anyXZodHliOzGyOdz
Harmony Atabey,Harmony Real EstateJulien Villatte,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,26,,Preventa,https://theredsearch.com/listings/?codigo=CU155D046395,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1z2FyA-C7CSo13zJS9IkNh72ER8tKtrzo?sort=13&direction=a
Harmony Elements,Harmony Real EstateQuentin Brotel,Tulum,Quintana Roo,South,Residencial,Departamentos,,66,,Preventa,https://theredsearch.com/listings/?codigo=CU155D046396,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1rgMO7KWwqSwySVJy-OcxJuc-nAiEp9ta
Harmony Maresia,Harmony Real EstateQuentin Brotel,Tulum,Quintana Roo,South,Residencial,Departamentos,,12,,Preventa,https://theredsearch.com/listings/?codigo=CU155D046758,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1TRQpBg7-c1uXRW2ysMAbw6nPnB36L0-q
Harmony sofia,Harmony Real EstateJulien Villatte,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,59,,Preventa,https://theredsearch.com/listings/?codigo=CU155D046393,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ouPkbvfkKZai5_w4J2y8hebsQtvQp8VL
Haven,Inzigna CapitalIzbe Camacho Jimenez,Cancún,Quintana Roo,Corredor Laguna CancunCancun,Residencial,Departamentos,,149,"Jan, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D052321,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Go2tKyKG515rJ5vRMqk6QFbffyXBxkxr
Hera,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,11,"Jan, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D044385,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1OnEP6U4JG3XISJIpgDgCIiiJaEb4n_eU
Hermitage Keej,VeramontCarlos Reyes,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,3,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D029087,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1_HIee_trPkYl_HGuL6p8ydPi-gJgWbzh
Hexan,Dado Desarrollos,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,3,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D039554,TheRedSearch,2026-03-13,Info: https://drive.google.com/open?id=1fXAG4E2jv7dEmWKh-yu79p9v5f7p6yA0&usp=drive_fs
Hideaways,Tsalach Real Estate,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,4,"Apr, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D031795,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1AhLVoNQFamjSqSVTrWtgnpQPHzVpeerS
Hoja Santa,The First FloorAlfonso  Farias,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,11,,Preventa,https://theredsearch.com/listings/?codigo=CU155D050951,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/13p5hiZhjAyEN-9Il5tdSLH6ASDyIlRvh
Homa Kah,The Real Estate GroupPamela Linares,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,6,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D029455,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1XSGs8tVYTSqS4PVVIZ8uC7_bRlpDVIhM
Honey B Residences,Azaola Investment HubAlejandro Azaola,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,5,"Jan, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D037403,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1zRG2tbzNRmnJNQoqMvJF5teCjA_K0G69
Hoxul Luxury Condos,XTO Realty Group,Playa del Carmen,Quintana Roo,Corasol,Residencial,Departamentos,,17,"Aug, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D044246,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1BcYgEBUymSbfwe9DccBiDnIwHBkoeBMy
Humana,Kelman DesarrollosMiriam Montes,Tulum,Quintana Roo,101,Residencial,Departamentos,,8,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D021019,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1DytpHkopmuHbUVjR2j2oPHAFyc5x_qgk?sort=13&direction=a
Hunab Ku sanctuary,Home Tulum Real EstateRene Villalobos,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,20,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D034227,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1jclAvaR7iWti4OPjDLtobicRo_YX7BVF
Hunab Tulum,AnahMartha Merino,Tulum,Quintana Roo,Zona Arqueológica,Residencial,Departamentos,,12,"Aug, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D018273,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1mauMqtn7H8h5Dn7EB7jdN3r0DWch7JU0
Hyde,NEW MERIDARosa Elena Alvarez,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,3,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D045110,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1pQ4SW_1YK8qZU-csydlDPlHyDV7QeREJ
Hygge,NOBS Investment GroupAlexa Velazco,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,8,"Sep, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D034324,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-S_bA1QO68ef8sOYVTazHFyWq0OxJTXA
ICHT Tulum,Asha RealtySofia Yamamoto,Tulum,Quintana Roo,Zona Arqueológica,Residencial,Departamentos,,26,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D030022,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/14ci-4jXvtODMlW6VfDJjaL27bMf42sN7
Icono Tower Cancun,Icono TowersAlejandro Diaz,Cancún,Quintana Roo,Cancun DowntownCancun,Residencial,Departamentos,,5,"Apr, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D028140,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1N-kyxKB4WP9KJJI3jU5dlKLz73hmhWA7
Idilia,Vivo Grupo InmobiliarioLuis Canche,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,9,"Jul, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D035472,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1l7IxqWUHhtgCFAMRemLvgQsyCoDw-2g4
Idilik Residences,Idilik Sales CenterPamela Olivares,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,21,"Feb, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D042114,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1DJmYwQnekQQ7myUnF90I2eOdAQi2SFdi
IIK TULUM,Asha RealtySofia Yamamoto,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,4,"Jul, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D019480,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Z-Ay9TBzWUvAiTavxcxmG8Otaj71007D
